qS1,qS2B,qS2,x,y,z,t,set_label
115.69254,2485.481,8190.52,107.20286,80.51645,367.2850341796875,2021-12-09 00:18:47.075256031+00:00,run1_set2
31.079378,1579.1293,5577.772,-233.92163,430.83185,-96.806396484375,2021-12-09 02:05:14.838862072+00:00,run1_set2
70.299614,1879.229,5500.1245,290.8643,282.68658,-51.2850341796875,2021-12-09 10:34:17.226042628+00:00,run1_set2
118.46441,2673.3738,9015.809,30.453825,446.7162,273.6153564453125,2021-12-09 10:48:58.540594516+00:00,run1_set2
37.0947,1513.3616,5434.028,-379.75537,-323.67407,-292.00982666015625,2021-12-09 13:05:34.848426696+00:00,run1_set2
73.02529,1785.592,6147.733,268.6473,-137.5439,442.84027099609375,2021-12-09 16:27:06.330832684+00:00,run1_set2
133.36789,2949.8474,9743.224,318.883,43.738445,-111.94091796875,2021-12-09 20:45:36.648325348+00:00,run1_set2
38.701263,865.14404,3496.582,353.71332,41.461006,469.888671875,2021-12-09 20:51:33.194347060+00:00,run1_set2
104.59518,1775.9406,6575.9683,38.4241,472.35498,433.3909606933594,2021-12-10 03:00:05.684773932+00:00,run1_set2
73.847015,1438.6869,4558.296,72.71161,265.2562,-172.28314208984375,2021-12-10 05:41:55.748093040+00:00,run1_set2
55.44987,1755.1887,6293.072,302.70288,-265.01056,447.01318359375,2021-12-10 06:02:35.448372692+00:00,run1_set2
58.064487,1341.1914,4685.1304,447.0752,239.82126,-37.0018310546875,2021-12-10 07:25:27.350067892+00:00,run1_set2
118.8811,2964.0737,8224.615,301.60938,-248.42728,12.9613037109375,2021-12-10 12:11:16.841656240+00:00,run1_set2
3.9668486,398.0135,1275.6787,-268.63336,236.13652,-27.53570556640625,2021-12-10 12:22:19.096348748+00:00,run1_set2
36.028427,1556.4303,5508.1216,93.15779,498.8452,176.14804077148438,2021-12-10 19:39:26.188226356+00:00,run1_set2
87.06368,2265.7812,7377.4624,471.2995,-1.7909882,-491.7894287109375,2021-12-10 21:26:16.836810116+00:00,run1_set2
7.3674073,658.7681,2546.3118,-490.81854,-134.22922,-301.05023193359375,2021-12-11 01:23:46.844925600+00:00,run1_set2
62.942642,1654.9167,5297.139,-244.08125,367.8963,-137.7962646484375,2021-12-11 02:16:01.507036660+00:00,run1_set2
52.344288,1300.0819,3743.6042,26.491812,383.86774,-327.51617431640625,2021-12-11 02:20:36.054858132+00:00,run1_set2
96.55515,1301.6367,4219.697,105.9618,-293.9387,-65.613037109375,2021-12-11 03:22:15.131283804+00:00,run1_set2
126.9314,3171.6958,10307.456,-19.87391,-127.08223,357.43804931640625,2021-12-11 07:35:40.535610668+00:00,run1_set2
129.37572,2505.861,8728.9375,-429.96915,4.2998953,460.803466796875,2021-12-11 11:54:49.422714016+00:00,run1_set2
53.44603,1261.6528,4029.81,-276.90317,-352.23517,148.95956420898438,2021-12-11 17:26:31.230185848+00:00,run1_set2
29.655521,946.09186,3461.2822,261.98257,-85.898865,73.92529296875,2021-12-11 22:01:20.480718432+00:00,run1_set2
126.1133,2772.3848,9040.074,-401.2248,-70.91994,397.90142822265625,2021-12-11 23:57:05.239069548+00:00,run1_set2
103.00373,2425.1152,7928.5933,324.40463,80.860306,-215.78802490234375,2021-12-12 02:06:11.748097040+00:00,run1_set2
8.51246,473.84235,1954.8722,-415.70273,-306.28973,255.17605590820312,2021-12-12 02:57:09.668189028+00:00,run1_set2
18.34863,675.556,2531.2659,-26.938656,-429.76038,271.3692626953125,2021-12-12 07:07:16.854104048+00:00,run1_set2
96.772736,1675.8854,6837.2246,459.80078,-38.136333,107.06784057617188,2021-12-12 09:49:01.320311008+00:00,run1_set2
11.782135,740.2596,2910.031,85.92481,485.34235,64.7728271484375,2021-12-12 14:18:17.243699144+00:00,run1_set2
24.078924,574.00964,1944.1504,-121.01291,300.33777,209.90676879882812,2021-12-12 14:51:15.114944812+00:00,run1_set2
13.049967,610.34534,2248.9812,377.21667,-134.72096,326.6983642578125,2021-12-12 18:55:49.163347272+00:00,run1_set2
74.94281,1810.5182,5439.0796,406.1251,101.83956,-205.09527587890625,2021-12-12 21:49:47.867420384+00:00,run1_set2
83.44447,1897.8864,6085.685,-143.08699,324.77274,-326.35101318359375,2021-12-13 04:29:42.377273808+00:00,run1_set2
76.80369,1996.9392,6122.258,-50.291443,-29.348705,158.3416748046875,2021-12-13 04:34:52.493757128+00:00,run1_set2
74.28264,1815.081,6095.3916,-58.28106,-152.15349,363.24652099609375,2021-12-13 04:53:09.223557940+00:00,run1_set2
35.24125,1260.4603,3916.9963,-301.60983,130.24104,494.74700927734375,2021-12-13 08:58:45.786005284+00:00,run1_set2
61.980534,1800.1731,5605.8716,97.40752,-290.3348,-386.9173583984375,2021-12-13 12:00:05.602892456+00:00,run1_set2
14.166112,1065.4723,3668.7097,-211.9845,403.60974,150.35989379882812,2021-12-13 14:10:48.220497252+00:00,run1_set2
42.022644,1129.362,3978.1467,-428.62976,-91.37294,292.0546569824219,2021-12-14 10:24:03.617947180+00:00,run1_set2
100.06888,2481.9204,10373.14,464.63867,-200.37126,462.063720703125,2021-12-14 19:52:12.384786276+00:00,run1_set2
84.829,2039.4474,7099.898,354.84244,-204.99294,-293.3653564453125,2021-12-14 21:17:14.693894732+00:00,run1_set2
109.817894,2589.9883,7858.602,190.37994,31.811893,-267.173828125,2021-12-14 22:15:27.769080444+00:00,run1_set2
95.8456,1663.5372,4818.0713,-304.98767,120.38294,505.7870788574219,2021-12-14 22:27:37.052272396+00:00,run1_set2
83.63181,2088.494,6513.841,-300.32822,-19.844057,-294.6199951171875,2021-12-14 22:53:49.427757764+00:00,run1_set2
112.39428,2828.4949,9506.55,-354.94485,302.32425,218.31982421875,2021-12-14 23:38:37.522441600+00:00,run1_set2
3.010452,539.79236,2044.157,317.57074,-199.47073,207.84548950195312,2021-12-15 02:44:52.737583260+00:00,run1_set2
70.33202,1960.6554,7510.8706,372.91797,-339.28436,-137.38739013671875,2021-12-15 04:48:17.405854428+00:00,run1_set2
133.23775,2721.245,8675.628,-322.74365,357.89886,-92.8350830078125,2021-12-15 08:50:35.432667756+00:00,run1_set2
20.257116,918.9855,3472.6133,-327.44214,-279.89276,-0.5321044921875,2021-12-15 08:59:16.007536640+00:00,run1_set2
21.182749,1057.9022,3579.2737,-454.7841,-103.44144,-425.2410888671875,2021-12-15 09:41:13.722555332+00:00,run1_set2
15.398116,637.84503,2414.5217,72.41253,-178.50069,444.2349853515625,2021-12-15 13:09:43.394038932+00:00,run1_set2
43.250095,1509.0018,5170.2217,235.02744,-372.4045,-397.31884765625,2021-12-15 17:10:12.243435812+00:00,run1_set2
84.691956,1900.2015,6631.634,-198.93387,-303.82712,16.69732666015625,2021-12-15 19:02:53.794548884+00:00,run1_set2
35.977802,1172.0876,3475.94,-26.71018,209.65604,-374.7681884765625,2021-12-15 19:48:31.103078964+00:00,run1_set2
53.76271,1331.3278,4884.2637,-225.73827,356.67007,-269.68316650390625,2021-12-15 23:57:52.321094636+00:00,run1_set2
12.613489,663.9973,2302.493,13.96783,350.40173,62.6275634765625,2021-12-16 00:02:47.356126928+00:00,run1_set2
86.69481,1973.0854,6411.307,244.25258,226.83298,-205.5712890625,2021-12-16 02:43:01.924359512+00:00,run1_set2
90.89083,1980.5868,6452.798,225.40991,-179.48451,-206.193115234375,2021-12-18 19:56:49.603428508+00:00,run1_set3
86.26954,1849.7103,5836.7666,-89.22366,395.88776,79.6273193359375,2021-12-19 00:52:45.570694900+00:00,run1_set3
13.435451,868.7298,3105.4456,25.963976,491.81467,-253.4508056640625,2021-12-19 09:56:12.719288760+00:00,run1_set3
38.166008,1258.71,4355.4346,157.07259,447.00467,-5.38275146484375,2021-12-19 13:58:25.662207544+00:00,run1_set3
112.75796,1962.6299,5701.512,-50.99495,-107.34737,-371.50274658203125,2021-12-19 16:05:13.861851732+00:00,run1_set3
77.43479,1957.9437,6445.625,132.58977,-291.17337,460.62420654296875,2021-12-19 17:25:13.131928256+00:00,run1_set3
30.052668,1115.8422,3849.7212,-154.0998,-361.20865,-161.76959228515625,2021-12-19 19:44:00.373271200+00:00,run1_set3
2.6483295,968.9684,3342.9778,-246.48705,113.127464,357.8973388671875,2021-12-20 00:17:25.559885412+00:00,run1_set3
112.74672,2241.321,7287.997,-128.7674,-146.72873,460.5513916015625,2021-12-20 00:37:15.313518252+00:00,run1_set3
19.587132,847.6304,2949.9878,-108.9328,-180.00244,376.0173645019531,2021-12-20 01:02:27.237827432+00:00,run1_set3
118.05287,2196.005,7245.6562,238.86488,421.1446,142.8486328125,2021-12-20 03:11:01.869578772+00:00,run1_set3
27.3508,1026.5121,3474.3389,302.66357,-2.2126188,52.60693359375,2021-12-20 05:38:37.324884012+00:00,run1_set3
76.248276,1493.4601,5307.7417,-201.91562,-424.1674,295.953125,2021-12-20 08:14:55.577442092+00:00,run1_set3
13.133151,673.7642,1949.0162,-72.41494,-88.100716,478.62103271484375,2021-12-20 08:29:29.109141820+00:00,run1_set3
42.432487,1223.5393,3724.176,-292.85318,-396.56213,-402.26483154296875,2021-12-20 08:39:13.886401040+00:00,run1_set3
31.683228,1180.0579,3911.573,49.673805,420.34552,-546.519287109375,2021-12-20 08:40:43.042092228+00:00,run1_set3
15.917247,751.7209,2732.803,161.10922,-265.64188,360.5243225097656,2021-12-20 10:22:05.921964764+00:00,run1_set3
15.503368,468.7923,1856.9429,-263.668,393.73837,452.7432861328125,2021-12-20 15:02:59.713248596+00:00,run1_set3
130.33144,3041.2979,9927.459,300.88495,-50.31473,-140.84332275390625,2021-12-20 20:30:11.658445100+00:00,run1_set3
34.65213,1138.9362,3711.3027,-46.54831,483.99594,-281.54107666015625,2021-12-21 02:38:01.857730916+00:00,run1_set3
26.268885,988.45575,3563.8003,-205.77852,-293.00143,23.27880859375,2021-12-21 04:17:14.658665828+00:00,run1_set3
73.131165,1453.9133,4810.3306,-64.191574,-353.02524,44.97802734375,2021-12-21 08:13:34.204999228+00:00,run1_set3
65.11884,1275.936,4026.406,-36.5286,-149.69164,-249.12109375,2021-12-21 08:23:52.372105092+00:00,run1_set3
51.594143,1479.1836,5029.4126,10.879886,409.7979,-193.16455078125,2021-12-21 08:54:04.629679236+00:00,run1_set3
104.10018,2020.9235,7155.531,88.72825,-67.51212,-347.7869873046875,2021-12-21 10:21:59.101751392+00:00,run1_set3
128.08012,2431.435,7058.0796,378.92285,121.59465,459.5767822265625,2021-12-21 15:11:36.779288212+00:00,run1_set3
16.865187,877.4515,2956.4924,-312.1823,285.81964,-55.2899169921875,2021-12-21 18:44:42.653226140+00:00,run1_set3
51.98482,1803.8473,5118.086,143.45604,122.8954,91.17153930664062,2021-12-21 18:56:32.982905720+00:00,run1_set3
23.45445,1195.2612,4216.6914,-460.9529,-91.07747,337.01025390625,2021-12-21 20:18:07.445021288+00:00,run1_set3
50.199745,1109.3344,3874.3572,259.97952,395.57098,259.1081237792969,2021-12-21 22:28:31.062005640+00:00,run1_set3
28.398336,774.22943,2761.4067,-199.88176,-56.15003,500.4434814453125,2021-12-22 02:24:14.295456952+00:00,run1_set3
11.241495,499.0269,1901.1471,-188.09,-92.512566,378.285888671875,2021-12-22 07:14:58.781403420+00:00,run1_set3
12.567245,613.19055,2002.5327,334.47668,186.41516,21.90087890625,2021-12-22 11:58:42.560157220+00:00,run1_set3
120.229324,2540.7073,7985.115,333.5302,120.104996,249.79324340820312,2021-12-22 14:43:18.133330900+00:00,run1_set3
8.181858,480.16675,1728.2511,-393.45538,1.265043,-125.07586669921875,2021-12-22 18:43:27.466312132+00:00,run1_set3
31.1216,1504.7417,4639.791,-270.91696,-185.9531,-339.2955322265625,2021-12-22 19:52:07.783693756+00:00,run1_set3
2.5361938,123.5296,629.5507,93.90482,344.18323,266.8714599609375,2021-12-22 22:02:04.371002184+00:00,run1_set3
12.254203,996.232,2929.6128,455.31693,121.586784,199.32601928710938,2021-12-23 04:22:32.726144660+00:00,run1_set3
64.75911,1490.8973,4700.623,128.19241,274.26175,70.65972900390625,2021-12-23 07:00:36.737718256+00:00,run1_set3
66.18399,1807.7362,6106.364,316.30255,-357.6416,-266.7257080078125,2021-12-23 10:04:04.548955780+00:00,run1_set3
73.2363,1657.2445,5622.326,-329.6563,243.54149,503.7650146484375,2021-12-23 10:47:34.157946424+00:00,run1_set3
26.774426,1179.4325,4092.1917,-476.98383,24.668001,57.8328857421875,2021-12-23 11:53:34.481402776+00:00,run1_set3
54.005363,1744.9237,5419.693,-132.46779,290.7715,-264.32281494140625,2021-12-23 13:19:26.703582020+00:00,run1_set3
79.82059,1742.2878,5824.1543,476.2092,-79.55141,-454.793212890625,2021-12-23 14:11:08.593679856+00:00,run1_set3
9.728482,677.65607,2584.382,-63.481853,-400.79794,76.96673583984375,2021-12-23 15:49:25.907843452+00:00,run1_set3
102.3653,1790.3895,6055.132,-161.14886,-351.902,-216.5162353515625,2021-12-23 16:09:32.675927820+00:00,run1_set3
40.749027,1801.2694,5448.5396,63.806293,252.09807,-277.26177978515625,2021-12-23 17:32:47.026545548+00:00,run1_set3
33.03008,1759.2716,6009.1353,-389.4981,-96.00803,317.88763427734375,2021-12-23 18:24:16.736426992+00:00,run1_set3
43.905697,1058.0387,3860.112,-187.3668,-185.75362,276.6288146972656,2021-12-23 20:36:37.447472868+00:00,run1_set3
122.02865,3137.4517,9665.3,111.31392,-137.9625,-79.52655029296875,2021-12-23 20:52:12.190352868+00:00,run1_set3
127.21739,2075.6042,7240.774,-187.37054,-234.17351,-334.77532958984375,2021-12-24 05:48:34.282776756+00:00,run1_set3
118.392136,3011.8508,9736.263,-104.051125,409.42303,-181.749267578125,2021-12-24 07:38:16.366698996+00:00,run1_set3
73.410965,2049.806,8135.198,-90.33879,-474.9061,81.03884887695312,2021-12-24 19:09:35.264288844+00:00,run1_set3
73.78395,1877.1698,6975.77,-23.510002,-374.6479,117.55899047851562,2021-12-24 19:46:45.081724276+00:00,run1_set3
10.638734,517.1169,2428.6165,247.6248,38.289394,-6.1109619140625,2021-12-24 21:50:41.878358356+00:00,run1_set3
100.4128,1549.3633,5907.5938,-265.68942,-189.95854,-109.22430419921875,2021-12-24 22:03:12.314330224+00:00,run1_set3
82.971245,2224.0967,8133.3354,-270.9987,232.67618,302.5626220703125,2021-12-24 22:17:50.870113924+00:00,run1_set3
9.549235,950.96124,3145.5068,-226.39674,295.3908,-322.0380859375,2021-12-25 00:02:18.150264244+00:00,run1_set3
113.60143,2475.1123,9177.327,181.02325,227.95844,-329.8350830078125,2021-12-25 00:35:11.868381156+00:00,run1_set3
54.607006,1672.6277,6053.284,-378.87952,-57.711647,54.9986572265625,2021-12-25 06:11:55.473243124+00:00,run1_set4
51.34661,1250.1187,5115.996,-476.09158,-175.77997,-18.38330078125,2021-12-25 06:17:40.943209036+00:00,run1_set4
70.537125,1346.8635,5079.7524,-384.0705,-150.44238,-42.1998291015625,2021-12-25 07:48:19.407547200+00:00,run1_set4
47.871964,1687.1255,6508.2456,-343.77264,-177.35738,-320.8114013671875,2021-12-25 15:03:42.320577732+00:00,run1_set4
27.666796,1010.8325,4174.611,49.319202,450.67813,266.4681701660156,2021-12-25 20:50:58.903452284+00:00,run1_set4
28.173008,842.49146,3567.0024,-305.39813,-334.61444,437.95037841796875,2021-12-26 00:59:57.729225012+00:00,run1_set4
119.77115,2913.1443,8984.3955,-140.75275,237.40407,222.95767211914062,2021-12-26 01:50:48.158466712+00:00,run1_set4
34.672455,1360.7578,5466.4517,7.028809,-418.8624,65.34979248046875,2021-12-26 02:55:06.588209324+00:00,run1_set4
86.79239,2167.695,7587.5635,12.538084,347.8646,103.89193725585938,2021-12-26 23:46:55.146888740+00:00,run1_set4
96.102104,2314.0874,8296.363,-117.31525,-165.63481,448.77197265625,2021-12-27 00:37:40.281967320+00:00,run1_set4
124.583084,2970.7336,10652.378,-40.83032,446.6812,-262.23358154296875,2021-12-27 01:45:03.515447152+00:00,run1_set4
57.3723,1647.2686,5934.388,-98.40732,376.6308,-392.45697021484375,2021-12-27 02:18:31.450577452+00:00,run1_set4
14.017968,1224.3241,4705.3735,341.70108,52.40345,101.61785888671875,2021-12-27 16:46:28.950014828+00:00,run1_set4
67.20667,2056.3408,8202.646,-146.41423,-278.3443,17.6103515625,2021-12-27 18:53:29.556017188+00:00,run1_set4
108.91355,2207.0037,7893.634,278.61838,351.4193,307.7773742675781,2021-12-27 19:07:16.150718300+00:00,run1_set4
69.56876,1531.6227,5483.385,-355.3208,302.04807,132.31271362304688,2021-12-27 23:24:32.414400620+00:00,run1_set4
22.647545,691.7432,3015.1558,-112.77985,-253.0737,64.65521240234375,2021-12-28 05:00:18.937957832+00:00,run1_set4
63.813843,1874.3136,6398.3413,-123.476425,25.246786,-48.73089599609375,2021-12-28 08:59:35.360991628+00:00,run1_set4
5.3738303,663.89355,2544.842,-468.81195,83.37533,-288.58184814453125,2021-12-28 10:24:23.437084316+00:00,run1_set4
18.875193,632.798,2463.0361,210.62975,-27.717178,290.31268310546875,2021-12-28 13:43:30.617352532+00:00,run1_set4
23.02261,985.9223,3668.8772,-224.3668,-265.3889,-542.419189453125,2021-12-28 14:39:34.967627836+00:00,run1_set4
122.33428,2793.032,10473.097,-390.00494,-269.14236,165.92578125,2021-12-28 19:08:40.736315976+00:00,run1_set4
34.41186,1349.9269,5340.4727,295.0106,22.361992,92.40380859375,2021-12-28 20:33:05.350453336+00:00,run1_set4
5.769216,427.47174,1564.6589,254.94685,-206.33563,-86.28717041015625,2021-12-28 21:15:41.782208108+00:00,run1_set4
111.55737,2865.301,11170.785,335.49814,-334.32214,182.17495727539062,2021-12-29 00:20:12.616210244+00:00,run1_set4
99.36783,1724.5406,6251.569,-101.03406,325.4633,-165.52239990234375,2021-12-29 05:33:26.356167420+00:00,run1_set4
71.40041,1663.5238,5739.9062,-290.64456,-143.90373,-500.75146484375,2021-12-29 05:33:34.514273892+00:00,run1_set4
41.926228,1049.7246,3949.2024,47.29615,361.55002,-326.92242431640625,2021-12-29 08:17:11.744287228+00:00,run1_set4
134.95793,2861.7903,9708.062,390.05948,75.417076,-323.84735107421875,2021-12-29 09:47:23.593470792+00:00,run1_set4
81.1419,2352.859,8132.3076,-100.51184,-176.90486,79.58251953125,2021-12-29 10:15:55.724038136+00:00,run1_set4
128.52716,3694.5498,14334.919,383.5291,-267.1134,229.76876831054688,2021-12-29 11:44:14.862027564+00:00,run1_set4
